income,fixed_expenses,variable_expenses,total_expenses,savings_goal,lifestyle_score,savings
46239.75,11686.74,5866.51,17553.25,4248.05,2.91,34444.45
15000.0,5061.93,3565.75,8627.69,1527.02,7.65,4817.74
76459.73,21009.85,19314.67,40324.51,19856.89,9.54,28115.87
37380.63,15377.24,1979.82,17357.06,7298.49,1.12,14820.31
89715.22,22239.51,25749.85,47989.36,4537.55,4.96,28811.5
55471.56,22487.94,19408.45,41896.4,16367.36,6.83,8165.88
80092.83,26974.79,19628.14,46602.93,18813.48,7.32,20601.43
100037.51,34874.65,10698.43,45573.09,5868.43,2.58,29703.54
34778.53,9575.0,12303.44,21878.44,4854.91,9.75,11968.97
50851.57,19348.19,12736.26,32084.46,13384.79,6.54,13109.51
63108.22,18940.51,8115.45,27055.96,4409.58,2.48,22584.4
103438.78,34040.02,5006.69,39046.71,27409.82,1.18,60307.32
48540.43,9763.34,11069.26,20832.6,9729.96,8.05,31284.31
50137.41,16690.34,2647.76,19338.11,14088.46,1.72,30911.49
76953.51,28317.67,7392.26,35709.92,23592.26,2.27,26019.92
50569.28,12071.69,15066.89,27138.58,14646.73,6.17,18425.7
68813.15,23716.78,17953.93,41670.7,5387.26,6.43,27709.93
26211.56,5670.29,8615.36,14285.65,4831.72,7.18,5140.16
120358.25,46534.8,28152.11,74686.91,17489.56,4.54,32855.1
31307.27,12299.98,10827.72,23127.7,6173.65,7.97,5260.56
56956.18,15491.01,33174.51,48665.52,19320.15,9.77,6049.67
64187.97,14157.0,6492.78,20649.78,5752.05,3.44,39246.42
112817.2,37115.52,47189.69,84305.2,34674.44,7.33,23862.26
31878.86,7056.03,8841.14,15897.17,11383.46,9.36,9586.67
114592.6,33764.86,34107.36,67872.22,39947.27,7.18,36705.01
83929.42,21304.51,23128.77,44433.29,24430.35,7.13,28718.98
75427.38,21518.46,8012.38,29530.84,14383.12,3.01,53226.17
40384.16,8361.46,13496.72,21858.18,3995.01,5.82,17986.38
79278.53,16368.76,14490.0,30858.77,18631.82,6.06,53084.36
46912.83,9294.04,16184.62,25478.66,10871.99,7.3,21222.67
96666.53,30883.39,50062.51,80945.9,13672.21,9.97,7356.76
40723.45,12644.47,1795.47,14439.94,9587.83,1.3,23117.36
62171.04,14330.11,5361.69,19691.79,5050.5,1.59,45062.57
51118.17,17175.86,4036.65,21212.51,12157.7,1.7,26782.32
40311.93,15171.87,17547.63,32719.5,13001.52,7.69,6974.49
83533.0,21106.07,8405.01,29511.08,15982.63,2.23,64449.66
78386.47,27946.59,23658.32,51604.91,21891.25,6.6,18073.36
95225.25,31879.1,12571.15,44450.25,23153.65,3.92,59697.92
20503.12,3922.15,5475.87,9398.02,592.78,5.12,6098.07
91604.27,25846.96,5341.51,31188.48,8157.86,2.94,69694.26
127636.22,38732.05,47120.95,85853.0,36080.43,8.79,25365.35
53708.97,19368.88,7076.87,26445.75,3323.42,6.28,26834.22
112378.72,28997.7,34451.25,63448.95,37849.96,9.5,50592.3
58420.97,23705.51,8814.42,32519.93,18718.84,6.17,28888.87
30689.76,10571.01,3746.06,14317.07,5076.04,2.12,14027.9
57359.19,15523.21,6452.7,21975.91,8161.69,2.54,22933.66
91205.1,20104.46,42281.39,62385.85,21304.17,9.9,28778.44
44045.59,9989.81,17974.64,27964.45,10408.1,7.53,13793.14
49991.53,15907.95,3483.66,19391.61,3415.23,1.44,20835.21
79838.49,23816.41,14654.48,38470.89,9131.0,7.33,31444.83
65076.5,23020.5,13054.73,36075.23,15779.15,4.71,20782.15
79615.57,27681.1,18002.88,45683.98,23008.26,3.76,39325.41
70945.74,16501.57,5000.82,21502.38,7474.09,2.39,53773.83
76990.63,25220.03,29963.86,55183.89,20031.73,8.56,24669.23
54192.47,10549.34,3387.04,13936.38,16744.6,1.57,20603.31
70793.27,19175.81,9282.61,28458.42,5992.48,3.61,40249.93
41815.67,14670.19,8570.61,23240.79,7504.78,3.76,14346.13
97210.84,26569.83,7622.78,34192.61,29977.83,2.45,65303.84
49143.13,18822.36,6433.45,25255.81,7693.38,5.57,26643.5
93221.19,36728.56,5854.39,42582.95,12363.76,1.11,51464.93
59159.83,17405.9,11102.37,28508.27,16073.68,3.71,34091.19
70049.98,16141.48,22548.9,38690.38,11990.01,9.4,24259.76
52625.89,14798.1,6619.91,21418.01,13911.78,3.79,29105.36
39600.11,7784.42,9779.6,17564.02,3787.62,4.24,18929.81
21380.99,6175.63,3671.16,9846.79,4698.02,5.26,12097.03
38616.9,14017.01,9316.42,23333.43,6247.64,6.06,15200.16
56902.28,18308.61,13891.34,32199.95,19882.95,8.28,23935.01
70296.98,24623.51,11781.55,36405.05,16370.45,2.71,31179.66
90259.48,31959.77,40129.55,72089.31,23017.23,8.85,19745.85
53856.06,20015.77,18121.25,38137.02,4548.35,7.82,13168.86
42950.98,11332.4,15897.07,27229.47,14852.71,7.5,8059.54
28932.13,11058.73,3474.59,14533.32,1810.97,1.78,17567.61
77001.59,24609.57,5091.73,29701.3,5632.43,1.19,43655.18
99579.86,25993.88,32535.52,58529.39,6997.11,6.35,42558.09
96658.26,38803.93,45790.18,84594.1,29976.58,8.77,10248.81
82748.32,32971.71,18586.36,51558.08,22266.98,6.26,24932.9
80963.58,25019.53,9075.51,34095.05,27626.65,2.92,54546.87
107440.59,39578.78,10710.47,50289.25,7535.6,1.81,58793.34
73302.04,18777.79,26456.57,45234.35,18904.99,7.3,19136.85
81153.24,22719.42,34235.9,56955.32,17083.52,7.5,27553.62
56980.4,13768.59,3679.67,17448.26,13589.1,2.55,46447.4
30948.92,9397.09,2098.48,11495.57,6469.22,1.25,16252.43
47903.78,13909.6,10343.52,24253.12,11993.63,4.67,28306.98
64771.02,15330.41,20764.22,36094.63,20861.58,6.24,25485.08
66519.63,22879.48,9952.92,32832.39,14807.17,7.35,19939.56
113157.15,24798.98,49641.31,74440.29,36096.59,8.29,44832.96
67031.93,13649.45,14355.61,28005.06,19118.59,6.49,22239.98
94471.09,26338.88,9020.76,35359.65,29243.89,2.0,54597.44
54123.07,15245.52,17095.93,32341.45,13254.29,7.14,23784.7
57208.1,14444.16,21720.18,36164.35,11986.53,9.86,21216.49
31774.81,7734.49,14651.77,22386.26,2368.45,9.15,5091.57
46441.8,12026.65,24271.69,36298.33,13926.62,8.85,7630.56
78174.53,17868.44,9536.14,27404.58,9554.84,3.72,29510.98
65189.0,19560.42,24940.96,44501.38,3828.79,7.76,13364.69
88573.47,33588.17,25256.31,58844.48,18096.89,8.66,33849.32
69531.35,16586.59,26292.92,42879.5,16961.84,7.1,30512.52
56188.66,19940.3,6250.14,26190.44,13893.99,3.26,28508.87
118707.42,27551.79,43370.85,70922.63,30338.22,9.58,53380.36
62652.41,17327.52,15893.47,33220.99,15187.88,5.06,21648.18
94075.02,24441.36,8027.6,32468.96,27586.71,2.17,68172.39
54969.77,21891.35,3559.35,25450.71,15481.22,1.99,29002.63
82739.99,24038.38,33515.32,57553.7,24320.41,6.83,24489.42
88200.39,29893.5,19040.65,48934.14,16270.19,4.94,22953.5
70212.3,21644.37,6316.83,27961.2,4559.56,1.85,31896.45
15000.0,3413.13,5254.46,8667.59,3667.21,7.66,2130.4
65456.31,26256.0,30055.47,56311.47,7195.97,8.19,4500.7
95761.5,25886.68,19909.71,45796.39,29722.61,7.53,32864.05
78187.02,16149.08,5128.74,21277.81,20792.02,2.82,52199.79
76145.97,19690.48,19515.96,39206.44,21353.67,7.21,35372.11
21943.58,5782.09,1073.7,6855.79,2974.63,1.1,9682.95
46988.62,9869.51,5872.37,15741.88,11259.69,3.75,15836.98
75283.94,24371.03,16679.55,41050.58,15995.22,4.59,39388.66
75259.58,20992.75,14538.56,35531.31,10040.92,8.52,22222.31
95366.67,31737.76,22370.93,54108.69,28036.97,4.51,33011.18
61378.33,11981.24,3108.08,15089.32,13330.57,1.1,27611.06
75145.6,30426.39,8857.41,39283.8,8292.97,4.17,31842.81
65409.36,15693.11,11640.09,27333.2,9140.71,5.49,21800.61
40326.43,13699.65,19924.76,33624.4,4452.86,9.54,4722.09
15000.0,5363.31,7278.86,12642.17,2266.4,9.47,520.33
75775.24,17290.59,10578.29,27868.89,8315.53,2.63,38791.1
69348.68,15216.37,5979.7,21196.06,10845.9,2.67,38625.66
49545.62,11837.49,7410.88,19248.37,12671.17,2.47,35645.44
24520.67,5511.13,9524.01,15035.14,8234.55,8.1,6357.82
80743.49,18345.04,2207.18,20552.22,8940.5,1.05,32967.67
58352.0,19689.34,4933.41,24622.75,8137.37,2.14,30757.82
78921.87,22032.2,21527.63,43559.83,3774.39,5.84,33898.56
111601.21,34735.83,9365.76,44101.59,13059.53,3.23,50270.39
15000.0,2764.9,1469.77,4234.67,2772.91,1.83,9632.73
47509.98,17807.77,10161.06,27968.83,8542.74,4.24,12708.84
59765.61,14156.02,5127.61,19283.63,7553.3,3.47,31435.9
101370.65,27334.86,31992.67,59327.53,9920.17,5.6,24637.61
24089.92,5044.58,8857.82,13902.4,5108.92,9.81,7946.46
113396.53,25441.67,8926.85,34368.52,19070.3,2.12,76560.83
68396.4,22777.63,15386.42,38164.06,12200.57,4.35,30548.05
62599.98,20710.34,26740.16,47450.5,19922.78,9.39,9011.6
60048.51,20028.1,20486.72,40514.82,13146.19,8.89,21781.64
54093.42,17166.32,7885.04,25051.37,9018.13,4.55,20689.18
91202.92,35046.76,27131.97,62178.73,11758.64,7.29,17331.96
38286.98,11297.52,2799.06,14096.58,6696.65,1.79,27106.83
73635.35,21604.72,24237.65,45842.38,22702.2,7.41,27426.68
55395.46,12782.85,24001.53,36784.38,18721.88,9.76,16578.68
45946.66,11025.49,12049.08,23074.57,7632.35,5.84,22473.53
129649.38,40666.09,28019.52,68685.62,14766.3,5.49,75173.26
75476.27,19079.43,8170.7,27250.13,24555.65,2.69,34899.19
80331.64,23433.39,17031.33,40464.72,7928.2,6.7,34723.0
93444.42,22555.83,15666.4,38222.23,13119.58,6.31,54738.59
29466.25,10272.69,8689.23,18961.92,3528.94,6.87,6050.43
108807.3,43997.08,2974.52,46971.6,23733.21,1.23,43653.56
15000.0,4164.21,1795.81,5960.02,2449.24,5.94,6259.34
45780.84,16930.35,8448.47,25378.82,6629.12,6.35,14952.43
53524.21,19764.89,4103.85,23868.74,14736.25,2.87,30470.03
79543.08,32554.78,7916.07,40470.85,19978.49,2.87,34260.23
70467.96,19300.47,8932.86,28233.33,24826.23,3.49,42735.43
60829.63,21665.45,11018.55,32684.0,8970.03,7.41,24058.32
64700.07,16500.83,12219.69,28720.52,19322.86,6.46,41721.93
40549.42,12667.48,7291.81,19959.29,5637.26,8.61,16105.29
27569.19,10042.59,3743.78,13786.37,1577.64,3.66,14031.23
83162.79,28826.99,39958.96,68785.95,8071.26,9.21,9321.89
82342.65,20047.72,19825.01,39872.72,16675.97,7.69,22272.08
104612.36,38601.68,21850.82,60452.5,30512.49,4.56,47252.85
45249.57,11920.74,2057.89,13978.63,2987.15,1.86,33839.14
82320.38,20505.07,5377.15,25882.23,24539.9,3.31,63735.39
57907.33,16952.53,22645.7,39598.24,15086.61,9.61,19410.4
94761.87,34831.78,13796.85,48628.64,5659.61,3.79,31430.13
90549.07,35397.18,9850.18,45247.37,7784.81,3.97,39545.95
70280.23,23596.08,5866.42,29462.5,5052.83,2.71,44573.59
56511.75,10815.59,10101.38,20916.97,14034.35,8.26,33327.05
89023.3,20325.37,16111.14,36436.52,19362.84,3.48,61934.95
81172.61,17299.47,10391.6,27691.07,13143.08,3.97,52048.34
47888.99,10415.13,6420.15,16835.28,3344.61,4.73,26435.96
31805.03,8339.99,8079.37,16419.36,5339.7,4.9,18911.34
57786.68,15492.51,5816.77,21309.28,14863.04,4.7,30601.28
102885.35,22753.75,18292.82,41046.57,7799.29,5.53,72890.29
93662.18,34438.37,23265.55,57703.92,28790.15,8.33,18200.01
37191.81,11915.68,9638.9,21554.58,2378.84,8.37,12918.91
35806.06,12243.9,6322.53,18566.43,8078.26,8.18,11267.37
96867.1,27020.45,10066.63,37087.08,10464.55,1.91,45046.72
36609.1,10129.74,16353.14,26482.89,3201.52,8.2,4305.23
77732.38,21745.13,6215.41,27960.54,12087.05,2.08,34292.02
49598.22,14752.13,3755.26,18507.39,12519.59,2.12,27226.74
105426.12,33890.03,41243.03,75133.06,9196.7,9.53,30562.44
45739.38,13947.37,14710.09,28657.46,8849.2,8.37,18129.7
93584.04,33355.04,28603.95,61958.99,15943.0,5.97,20376.51
69621.47,26939.28,24811.95,51751.24,12206.41,8.87,19537.09
71304.87,20548.98,19967.25,40516.23,23586.87,9.9,15759.58
15742.29,3948.16,2600.19,6548.35,2399.72,6.5,11456.82
15000.0,5471.77,5161.26,10633.02,5128.47,6.52,4718.62
59485.85,20331.39,10071.36,30402.75,12352.47,7.79,31756.24
71172.65,23255.87,11747.32,35003.2,21506.08,3.09,24286.29
36870.05,12909.12,4308.35,17217.46,5575.16,2.5,14278.5
37782.66,8117.23,11003.77,19121.01,2961.42,7.84,10670.02
79036.82,16875.36,8507.37,25382.73,5874.95,4.1,29532.17
79071.36,17422.92,5617.51,23040.44,17741.95,2.22,59109.79
61556.47,15292.63,9477.21,24769.84,20296.47,3.83,26623.94
84505.04,24126.75,17070.19,41196.94,5931.48,4.23,32684.36
35644.94,8469.9,16575.95,25045.86,9118.63,9.69,7257.57
56101.63,20638.39,15734.33,36372.72,12257.85,7.28,19787.51
106196.94,33080.74,21537.72,54618.45,26123.18,5.78,26621.17
66708.05,18330.34,33123.01,51453.35,7721.1,9.72,14597.5
68157.81,14725.27,35797.72,50522.98,4759.55,9.13,16573.94
122648.66,39678.39,38927.08,78605.47,8834.32,5.61,48926.03
30016.45,7741.68,11395.18,19136.86,3745.43,9.15,5301.5
84910.76,30342.14,8841.99,39184.13,9096.19,4.64,37487.1
106599.66,37551.41,8041.49,45592.9,9481.49,3.07,51354.36
56878.55,17333.62,6601.18,23934.79,7169.62,3.09,36166.21
86490.77,20053.92,29022.54,49076.45,18121.87,6.96,27821.26
40449.51,14255.4,8817.41,23072.82,13409.21,5.51,10958.41
47831.69,12489.21,15073.66,27562.87,15775.39,6.93,17720.09
74624.16,17175.32,29270.45,46445.78,10019.07,7.17,27076.77
84964.17,25446.03,1874.5,27320.53,5913.38,1.2,52630.41
93023.41,34832.5,8002.52,42835.01,32416.47,1.49,41747.83
104240.71,26261.58,19953.93,46215.51,20102.6,5.79,38359.98
63313.84,23622.56,3406.55,27029.11,21744.55,2.72,32602.59
94840.29,19936.99,34310.03,54247.02,20239.25,6.69,21770.86
56442.38,11419.97,19039.84,30459.81,18432.69,5.97,22338.96
87552.28,29212.38,28155.97,57368.35,16089.78,6.27,24674.12
70187.22,17287.35,13153.48,30440.83,16720.48,3.72,46948.63
76141.95,19993.83,28080.68,48074.52,15875.44,6.76,20586.83
75587.7,17395.94,26339.32,43735.25,8614.34,8.47,16672.8
24882.37,6011.78,11943.73,17955.5,6741.6,9.98,6071.9
36896.95,9422.1,10050.46,19472.56,2719.39,8.55,10450.96
67563.54,23394.69,12487.64,35882.33,10864.64,6.02,29141.64
22818.02,7369.73,2687.6,10057.33,7018.76,2.74,8444.89
85780.28,33513.3,30634.58,64147.89,17267.71,7.13,18783.09
86788.9,28986.07,29504.14,58490.21,6513.97,9.44,24654.23
73179.26,25024.41,7880.75,32905.15,8454.24,2.91,39378.6
36971.65,12327.76,7214.63,19542.39,3146.35,3.3,14713.36
99503.47,37343.75,9637.25,46981.0,13281.21,2.34,28563.48
115930.27,30480.5,52290.65,82771.15,11809.7,7.63,29234.41
68676.92,18073.28,17160.22,35233.51,17881.52,4.66,37729.7
77763.38,26921.37,5382.86,32304.23,18887.57,1.56,41344.96
70043.47,16654.26,12813.53,29467.79,6591.83,8.87,25454.54
78259.23,30590.97,14820.11,45411.08,14270.51,6.02,25456.74
62011.03,18364.62,8969.96,27334.57,8871.58,3.98,30907.8
64135.89,16991.62,12091.56,29083.18,10078.99,4.1,19893.83
87642.94,30333.83,11765.88,42099.7,19897.1,3.61,41271.36
123640.6,32910.16,33667.66,66577.82,38913.94,5.1,32931.8
29998.22,12284.27,5189.79,17474.07,9735.55,4.03,7427.27
62404.69,23793.26,12591.11,36384.37,10750.79,5.93,17933.36
35488.49,12055.08,14425.5,26480.58,5830.11,7.96,8931.28
104800.62,23525.16,23733.69,47258.85,21599.69,7.07,61356.97
50306.55,13061.06,4133.85,17194.91,9545.32,3.65,22180.76
28919.98,8947.79,4818.07,13765.86,2131.9,5.76,12588.16
80954.67,29495.51,13693.2,43188.71,18367.74,8.56,21360.31
108607.78,25628.96,9402.4,35031.36,24441.94,1.61,88693.71
81589.95,18853.97,6357.72,25211.69,15174.19,1.7,54805.7
70119.95,14514.55,17966.58,32481.13,12122.55,6.01,23669.15
75228.52,22834.82,23418.8,46253.62,25045.68,6.75,32860.09
100371.02,38409.5,13217.37,51626.87,23393.59,2.9,38504.89
43145.02,8499.15,14045.72,22544.86,12804.76,7.71,14146.62
62203.82,14373.81,22988.79,37362.61,20886.15,6.82,17579.83
53682.75,17546.69,18702.6,36249.28,15992.78,9.31,13987.31
35803.37,13271.9,4680.39,17952.28,11837.34,2.52,9311.37
56790.62,19891.37,22340.36,42231.73,15699.32,7.76,14133.94
92693.03,33024.99,4403.67,37428.66,9232.51,1.75,64848.3
79165.05,18573.77,18454.61,37028.37,9034.0,6.09,46284.43
81107.76,22639.71,25342.76,47982.47,8601.3,5.97,36605.48
68661.89,26866.36,16745.12,43611.48,10079.43,4.5,25769.08
78083.09,31122.4,13899.13,45021.53,12265.68,8.6,24680.07
44985.24,14382.78,1881.14,16263.92,13003.09,1.04,18511.19
57262.25,19801.63,12149.0,31950.63,8960.02,5.68,19019.89
69800.11,28049.54,3962.83,32012.36,18339.48,2.95,23168.72
71937.9,21059.34,16917.69,37977.03,23539.92,7.69,36860.55
73004.7,17616.22,2977.28,20593.49,6452.46,1.39,42790.13
61541.62,20769.61,15010.57,35780.19,2938.75,8.48,27442.33
55564.41,21398.72,17509.97,38908.69,17619.07,8.54,10186.72
143944.28,50004.77,64439.83,114444.6,17309.97,8.5,17384.19
87669.68,31556.91,6124.81,37681.72,8623.92,2.37,56154.47
75328.69,20907.31,21339.92,42247.24,10566.35,6.67,33798.81
59169.79,14137.36,3088.56,17225.92,5997.78,1.13,38999.81
53719.53,12191.8,24597.19,36788.99,15281.54,8.63,10485.35
61729.99,24091.66,16918.3,41009.96,14823.03,7.51,14784.84
72320.72,21321.9,12056.41,33378.31,7522.77,5.78,20777.52
17989.11,3723.38,7673.62,11397.0,3972.97,7.58,6631.85
25765.26,10541.54,2466.07,13007.61,3158.23,1.85,11181.54
49077.94,13377.19,12702.9,26080.1,5424.77,5.76,20522.47
70178.49,26236.56,5576.53,31813.09,15878.68,3.62,44180.73
59018.17,18000.17,11979.37,29979.53,14635.87,9.75,24961.3
101953.03,22257.93,24373.15,46631.08,15813.03,8.71,50704.55
27940.08,9885.42,5765.54,15650.96,7964.1,7.6,12452.96
46216.36,18569.17,11242.68,29811.85,14105.07,9.4,15488.43
103002.29,21539.92,13204.62,34744.54,33508.6,4.12,57550.07
68277.98,25126.52,21262.37,46388.89,16326.89,9.11,12910.89
87121.06,21909.1,16861.57,38770.68,10558.01,3.93,39032.82
116281.17,33225.09,42929.62,76154.71,32405.18,7.6,25084.93
47654.89,11845.73,9189.04,21034.77,3934.03,7.63,22664.83
62517.14,24283.78,4198.57,28482.35,6170.96,1.17,16869.73
58189.33,18282.52,12803.52,31086.05,17473.14,4.25,19695.37
16135.17,4920.61,285.3,5205.91,5238.86,1.17,6265.55
57240.08,20474.1,14281.98,34756.08,3755.18,9.97,12944.22
87026.55,17680.42,3776.52,21456.94,12525.11,2.1,64929.25
78514.74,18241.49,22207.35,40448.84,18536.69,5.89,44843.27
80477.08,15992.02,18767.91,34759.93,26761.1,8.12,39677.31
55612.28,19533.33,4008.89,23542.22,12421.41,2.81,20328.78
48597.57,15023.5,9381.95,24405.45,14504.74,5.37,17892.91
96731.39,37316.96,30012.05,67329.01,31812.23,6.47,18529.13
52567.07,15595.57,4253.41,19848.97,10907.59,2.44,18078.84
72352.05,16876.44,22547.69,39424.13,19847.24,8.01,37599.66
69083.37,24942.22,7432.21,32374.43,17441.07,3.69,32756.75
101542.93,25542.66,11500.52,37043.19,25440.39,2.9,39211.74
89285.31,35904.26,17814.78,53719.04,18285.42,6.02,36951.14
32618.53,8472.15,5874.39,14346.53,7658.14,4.69,11021.44
35311.17,8635.78,12043.44,20679.22,7489.19,9.28,8510.92
79472.75,24125.1,16388.18,40513.27,19118.93,8.92,36036.9
63391.56,12971.96,8193.04,21165.0,12944.15,5.35,33304.26
53620.71,11048.61,6623.13,17671.74,6405.6,4.23,40210.2
90390.7,27100.34,8827.09,35927.43,22989.68,3.93,50789.71
69686.48,17907.25,7160.67,25067.92,11855.96,3.41,27527.52
66311.43,12807.78,7715.73,20523.5,6026.2,5.9,38890.03
84495.72,21537.96,23903.96,45441.92,25850.28,8.24,37195.07
55622.28,16253.44,6116.22,22369.66,5530.96,3.8,30895.37
104212.97,28723.77,15743.2,44466.97,21878.25,2.71,43243.42
45298.81,9557.62,12797.64,22355.26,12365.27,5.28,17893.92
81423.23,24372.09,4343.51,28715.6,20093.47,1.62,52759.3
100845.82,33582.56,28382.22,61964.78,10134.62,7.31,32177.8
30567.61,10792.96,9781.71,20574.67,3282.16,5.67,4255.44
56416.62,15722.16,12731.61,28453.77,5601.4,5.47,25547.83
93555.18,21703.37,18999.91,40703.28,6439.99,3.7,43326.2
93931.11,27878.44,45416.45,73294.89,12432.33,9.14,21195.51
60712.61,22905.44,6487.74,29393.18,12783.91,1.81,18546.89
46633.22,14504.83,13329.68,27834.52,4567.72,8.83,8357.25
88898.4,22035.19,8608.45,30643.64,30329.29,4.39,61988.77
94588.73,21149.09,20188.28,41337.37,24204.89,8.93,33520.24
35883.42,14052.15,11578.27,25630.42,7505.99,7.56,4166.63
34902.16,12425.94,2775.4,15201.34,8675.68,1.94,14311.77
70631.42,18732.66,19587.63,38320.29,12693.34,8.48,35056.0
80734.02,20832.34,16931.22,37763.56,15233.0,7.14,27254.37
57523.27,21601.65,3170.55,24772.19,18335.93,1.29,24988.55
81982.35,19869.15,6972.74,26841.89,22057.18,2.2,50895.69
47246.58,13857.24,14114.11,27971.35,10821.29,6.72,10864.16
15000.0,5884.19,5229.57,11113.76,4794.65,6.96,3129.02
54402.47,15055.7,15823.71,30879.41,13639.87,7.72,22267.82
66580.8,13190.48,14048.97,27239.45,11046.93,7.48,24945.61
58104.0,13994.79,22204.97,36199.76,4105.11,6.94,12712.39
36034.92,13269.1,6988.2,20257.3,6034.9,7.9,11968.6
19608.78,5685.46,6778.03,12463.49,6249.56,6.18,7816.01
52147.78,18637.27,9382.65,28019.92,3316.48,3.35,25276.75
87441.39,26889.42,34827.41,61716.83,9247.24,9.21,11214.1
96404.94,37320.59,5637.06,42957.65,28351.93,1.16,46981.2
94692.83,36123.88,14030.37,50154.25,14724.62,4.3,31294.56
44602.26,13609.96,18238.75,31848.71,4578.33,7.56,9077.71
36157.34,9410.58,5176.89,14587.47,10751.87,4.84,20109.05
77415.87,24961.93,3965.79,28927.72,16996.18,1.22,49528.44
80877.5,27095.91,2693.21,29789.12,18005.48,1.59,28116.14
75004.24,22746.89,29420.7,52167.59,10636.42,6.84,13753.63
15000.0,5490.19,8442.74,13932.92,3650.37,9.68,-1510.95
43327.89,9930.81,12619.45,22550.26,13723.58,5.97,16079.4
64257.78,16690.17,13652.09,30342.26,17790.83,5.56,22212.34
77180.45,26136.17,7837.96,33974.14,18312.52,3.86,23757.82
84182.68,21626.53,11188.55,32815.08,13154.79,3.31,58564.74
68606.34,19641.93,4032.04,23673.97,21311.22,1.19,34507.9
73269.6,28425.96,11426.82,39852.78,16323.59,3.46,26741.19
67121.64,21698.21,14162.95,35861.15,21379.66,5.04,14519.1
82140.48,31738.6,12835.95,44574.56,10282.86,2.78,38202.01
72821.64,24752.71,4102.84,28855.55,17846.83,1.79,52514.04
66643.44,22265.75,27086.83,49352.58,21839.44,7.46,20548.06
58290.78,18435.92,20068.34,38504.25,9441.39,9.05,13999.66
67032.29,15430.86,12902.19,28333.05,22702.73,9.43,44636.14
77114.78,22897.54,24189.46,47087.0,13051.33,6.56,23360.88
71686.88,17520.78,5621.28,23142.05,12842.27,1.47,36526.71
74520.66,29314.45,22669.85,51984.3,21948.75,7.67,23127.3
98568.05,24283.05,7431.26,31714.31,12404.32,1.99,70800.09
71629.1,17152.79,26529.43,43682.22,18816.26,7.03,22770.73
48775.04,15742.06,21964.82,37706.88,7083.9,8.01,8393.63
87090.17,25646.73,38626.58,64273.31,19632.76,7.53,24811.12
30845.04,6231.96,10162.07,16394.03,8756.72,9.57,11224.64
37964.67,8224.74,13142.94,21367.67,2056.22,7.64,16962.54
73396.18,26120.24,28420.57,54540.8,5943.65,7.24,17018.55
77909.92,23307.47,10559.56,33867.03,26184.53,3.36,26273.6
33873.72,7443.9,12094.66,19538.56,10095.3,9.32,7168.34
55429.56,16008.54,6225.36,22233.9,17530.8,2.62,18499.39
49847.9,13142.37,15342.27,28484.64,9329.76,9.14,8983.78
52833.09,12469.2,5899.23,18368.42,14148.76,3.81,31728.04
88589.94,35469.89,4166.64,39636.53,30795.97,2.17,26909.97
82662.64,22343.81,30946.24,53290.05,14770.42,8.44,17112.78
64521.95,12935.49,2641.45,15576.94,19526.47,1.02,32927.19
51350.95,19958.66,23978.3,43936.95,3442.35,8.49,6195.32
31258.76,11255.28,2937.03,14192.3,6858.65,3.36,11257.51
100504.62,25842.12,29312.06,55154.18,14822.53,8.96,33924.92
79802.85,22886.13,33783.72,56669.85,16679.09,7.22,17562.93
47333.27,17661.61,14450.45,32112.05,3841.14,7.0,12996.92
82989.99,23160.32,11778.08,34938.4,13259.22,4.29,55125.14
63244.41,18885.39,4594.91,23480.3,4725.86,1.53,46947.74
57822.26,17874.5,24612.74,42487.24,11056.28,8.47,7640.33
75880.29,21421.1,8159.98,29581.08,14024.96,2.54,27310.0
46462.54,15396.16,10988.71,26384.87,6895.3,4.35,9502.04
56406.09,15815.44,8696.23,24511.67,18860.64,6.4,23509.67
68036.53,13387.74,13125.83,26513.57,4859.17,5.34,44227.29
52513.72,18972.76,7446.3,26419.06,15748.27,2.79,27177.87
81727.13,18752.4,6917.6,25670.0,12772.1,2.27,43659.2
111726.66,33673.21,13707.31,47380.52,12080.85,2.11,64735.48
46142.55,14247.91,11151.08,25398.99,6235.74,8.77,24131.74
23371.87,7317.25,866.72,8183.97,7776.13,1.28,10102.86
15000.0,4640.27,5486.43,10126.7,4426.38,9.79,4960.9
61238.3,22563.59,8172.5,30736.09,3238.91,2.79,31216.47
48420.89,11509.66,2585.91,14095.57,4445.55,1.99,20151.06
70196.51,22838.91,8986.66,31825.57,17805.52,6.19,41266.7
68314.94,26383.82,7082.71,33466.53,9682.51,1.72,20211.04
24919.58,9760.23,9097.7,18857.93,8132.47,6.42,4000.49
19627.9,5805.21,5340.11,11145.32,5531.41,8.66,5870.09
72398.33,19977.44,4013.06,23990.5,22726.41,1.43,55675.74
68385.72,15476.4,22008.66,37485.06,7492.53,8.2,23504.68
54354.55,14316.9,13320.74,27637.64,4950.64,4.55,12747.87
23571.41,7623.18,2499.94,10123.12,7902.19,2.44,13595.14
76784.78,18359.54,10985.68,29345.22,13241.58,2.58,31351.08
96797.49,37818.21,51285.61,89103.82,16873.86,9.27,6106.65
71949.56,27318.96,6515.79,33834.75,18287.74,2.0,27351.17
43813.15,9608.66,11976.17,21584.83,7329.78,8.8,19630.09
66113.8,19491.25,15700.25,35191.5,20630.13,5.9,21480.44
30847.15,11181.27,1638.64,12819.91,10231.51,1.35,13498.27
